0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
196.9.132.4,88.160.34.4,0.0011072526070479,131.24358827688454,163.4099482886644,31.0,29,0,0.0,474779.1052180489,590459.0625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927430.6917677,1421927415,0.0118727051686443,0.013,0.0,0.0,0.0,0,0,0,0,0,6.792913832317035,9,2,1,1.2659967216176469,1,1,1.0
196.9.132.4,88.160.34.4,0.4016130968460518,1377.0298326620766,12650.542122306277,181.9133831608542,0,0,5.968674522111764,23856420.21667573,0.0,9.968282301847738,0,0,0,0,0,364,0,0,0,0.0,0.0,1421927429.2041404,1421927415,46.57439509400683,0.0,0.0,0.0,0.0393028984319777,0,2,0,0,0,2.41123164714541,1,1,1,0.983074809419147,1,1,2.0
196.9.132.4,88.160.34.4,0.4016130968460518,1377.0298326620766,12650.542122306277,181.9133831608542,252,2,5.968674522111764,23856420.21667573,815794.1875,9.968282301847738,24,255,255,1708297952,1939490744,77,1065,1,12026,1170.481668,1144.38336,1421927429.2041404,1421927416,46.57439509400683,9.570304,0.051475,0.006528,0.0393028984319777,0,1,1,0,0,2.41123164714541,2,2,1,0.983074809419147,1,1,2.0
196.9.132.4,88.160.34.4,0.4016130968460518,1377.0298326620766,12650.542122306277,181.9133831608542,252,6,5.968674522111764,23856420.21667573,749.668518,9.968282301847738,6,255,255,3897219059,2466816006,97,45,1,0,18786.7114,941.724938,1421927429.2041404,1421927416,46.57439509400683,474.259406,0.066088,0.017959,0.0393028984319777,0,1,1,0,0,2.41123164714541,2,2,1,0.983074809419147,1,1,2.0
196.9.132.4,88.160.34.4,0.0010972438866021,132.19388725428067,164.63914713588633,31.0,29,0,0.0,481235.6359147836,595822.0,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927429.1849773,1421927416,0.0111670600407622,0.012,0.0,0.0,0.0,0,0,0,0,0,6.183660712433024,4,3,1,1.4159971706290635,1,1,1.0
196.9.132.4,88.160.34.4,0.0011023973462172,133.20246354109898,164.46973866768826,31.0,29,0,0.0,488734.6703182116,606284.6875,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927428.863287,1421927416,0.0121279250129803,0.009,0.0,0.0,0.0,0,0,0,0,0,6.152688424606771,6,1,1,1.1984677742617311,1,1,1.0
196.9.132.4,88.160.34.4,0.0011204767764596,131.75329381098112,164.02065373172618,31.0,29,0,0.0,469854.5180581232,584670.1875,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927425.671694,1421927416,0.0117531773811473,0.0139999999999999,0.0,0.0,0.0,0,0,0,0,0,7.092973632346048,3,1,2,1.6382089928491137,1,1,1.0
196.9.132.4,88.160.34.4,0.0011021199056386,142.52524787044146,175.05406467514766,31.0,29,0,0.0,516374.71873745817,624014.0625,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927424.103571,1421927416,0.0129870620872539,0.015,0.0,0.0,0.0,0,0,0,0,0,8.314096318226623,7,1,1,0.6745953009609462,1,1,1.0
196.9.132.4,88.160.34.4,0.0010762128255677,133.89424288301515,165.618900208021,31.0,29,0,0.0,500198.7422345224,611683.8125,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927428.677363,1421927416,0.0114022385350436,0.013,0.0,0.0,0.0,0,0,0,0,0,6.606415501848459,8,2,1,1.414728465749565,1,1,1.0
196.9.132.4,88.160.34.4,0.0011204767764596,131.75329381098112,164.02065373172618,31.0,29,0,0.0,469854.5180581232,582076.3125,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927425.671694,1421927416,0.0117531773811473,0.015,0.0,0.0,0.0,0,0,0,0,0,7.092973632346048,4,3,1,1.6382089928491137,1,1,1.0
196.9.132.4,88.160.34.4,0.0011023973462172,133.20246354109898,164.46973866768826,31.0,29,0,0.0,488734.6703182116,611370.0,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927428.863287,1421927416,0.0121279250129803,0.008,0.0,0.0,0.0,0,0,0,0,0,6.152688424606771,7,1,1,1.1984677742617311,1,1,1.0
196.9.132.4,88.160.34.4,0.0011023973462172,133.20246354109898,164.46973866768826,31.0,29,0,0.0,488734.6703182116,595317.6875,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927428.863287,1421927416,0.0121279250129803,0.015,0.0,0.0,0.0,0,0,0,0,0,6.152688424606771,4,3,2,1.1984677742617311,1,1,1.0
196.9.132.4,88.160.34.4,0.0010972438866021,132.19388725428067,164.63914713588633,31.0,29,0,0.0,481235.6359147836,595822.0,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927429.1849773,1421927416,0.0111670600407622,0.013,0.0,0.0,0.0,0,0,0,0,0,6.183660712433024,8,2,1,1.4159971706290635,1,1,1.0
196.9.132.4,88.160.34.4,0.0010149264819196,143.4131508956101,175.5121188670838,31.0,29,0,0.0,560459.4681381313,672967.875,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927436.9949296,1421927417,0.0092096100613289,0.013,0.0,0.0,0.0,0,0,0,0,0,4.662744385142498,7,1,2,1.8848544746169635,1,1,1.0
196.9.132.4,88.160.34.4,0.0010972438866021,132.19388725428067,164.63914713588633,31.0,29,0,0.0,481235.6359147836,596363.625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927429.1849773,1421927417,0.0111670600407622,0.013,0.0,0.0,0.0,0,0,0,0,0,6.183660712433024,6,3,2,1.4159971706290635,1,1,1.0
196.9.132.4,88.160.34.4,0.0011021199056386,142.52524787044146,175.05406467514766,31.0,29,0,0.0,516374.71873745817,632326.8125,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927424.103571,1421927417,0.0129870620872539,0.008,0.0,0.0,0.0,0,0,0,0,0,8.314096318226623,9,1,1,0.6745953009609462,1,1,1.0
196.9.132.4,88.160.34.4,0.0010149264819196,143.4131508956101,175.5121188670838,31.0,29,0,0.0,560459.4681381313,700098.375,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927436.9949296,1421927417,0.0092096100613289,0.012,0.0,0.0,0.0,0,0,0,0,0,4.662744385142498,6,3,2,1.8848544746169635,1,1,1.0
196.9.132.4,88.160.34.4,0.0010972438866021,132.19388725428067,164.63914713588633,31.0,29,0,0.0,481235.6359147836,599634.375,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927429.1849773,1421927417,0.0111670600407622,0.009,0.0,0.0,0.0,0,0,0,0,0,6.183660712433024,8,1,2,1.4159971706290635,1,1,1.0
196.9.132.4,88.160.34.4,0.0010972438866021,132.19388725428067,164.63914713588633,31.0,29,0,0.0,481235.6359147836,600732.5625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927429.1849773,1421927417,0.0111670600407622,0.012,0.0,0.0,0.0,0,0,0,0,0,6.183660712433024,6,3,1,1.4159971706290635,1,1,1.0
196.9.132.4,88.160.34.4,0.0011023973462172,133.20246354109898,164.46973866768826,31.0,29,0,0.0,488734.6703182116,606284.6875,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927428.863287,1421927417,0.0121279250129803,0.012,0.0,0.0,0.0,0,0,0,0,0,6.152688424606771,8,1,1,1.1984677742617311,1,1,1.0
196.9.132.4,88.160.34.4,0.4016130968460518,1377.0298326620766,12650.542122306277,181.9133831608542,252,4,5.968674522111764,23856420.21667573,10228.89453,9.968282301847738,6,255,255,2505143795,3592239707,583,45,0,0,774.788316,47.765387,1421927429.2041404,1421927417,46.57439509400683,33.287,0.0548779999999999,0.008744,0.0393028984319777,0,1,0,0,0,2.41123164714541,1,1,1,0.983074809419147,1,1,2.0
196.9.132.4,88.160.34.4,0.4016130968460518,1377.0298326620766,12650.542122306277,181.9133831608542,252,2,5.968674522111764,23856420.21667573,9401.888672,9.968282301847738,6,255,255,3006332195,1452987536,84,45,1,0,996.632407,59.532129000000005,1421927429.2041404,1421927418,46.57439509400683,36.845602,0.050675,0.006354,0.0393028984319777,0,1,1,0,0,2.41123164714541,1,1,1,0.983074809419147,1,1,2.0
196.9.132.4,88.160.34.4,0.0011023973462172,133.20246354109898,164.46973866768826,31.0,29,0,0.0,488734.6703182116,602387.5,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927428.863287,1421927418,0.0121279250129803,0.009,0.0,0.0,0.0,0,0,0,0,0,6.152688424606771,7,1,4,1.1984677742617311,1,1,1.0
196.9.132.4,88.160.34.4,0.0011204767764596,131.75329381098112,164.02065373172618,31.0,29,0,0.0,469854.5180581232,582593.25,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927425.671694,1421927418,0.0117531773811473,0.012,0.0,0.0,0.0,0,0,0,0,0,7.092973632346048,8,3,1,1.6382089928491137,1,1,1.0
196.9.132.4,88.160.34.4,0.2519290657306079,3215.921736099632,-78235.17176077644,31.0,29,0,20.60055201194932,1415398.7276123045,981172.6875,37.13053923744137,4,0,0,0,0,132,76,0,0,0.662323,0.3372949999999999,1421927428.274289,1421927418,14.73719671987423,0.244,0.0,0.0,4.654284698179775e-06,0,0,0,0,0,3.396971272870454,3,3,4,1.0,1,2,1.0
196.9.132.4,88.160.34.4,0.0011527157685729,131.46199345250636,163.4418609554018,31.0,29,0,0.0,457928.9294925603,569444.4375,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927427.733255,1421927418,0.0135028430101195,0.009,0.0,0.0,0.0,0,0,0,0,0,7.26135582837101,4,1,1,1.5501861490723448,1,1,1.0
196.9.132.4,88.160.34.4,0.004481493421952,576.0361682454819,350.72272678729416,31.0,29,0,0.0374532173815461,685348.6758644615,374699.7813,3.840861837083737,4,0,0,0,0,142,78,0,0,1.838719,1.588406,1421927431.299097,1421927418,1.0451791141920677,1.137667,0.0,0.0,9.205250284078604e-05,0,0,0,0,0,3.820768099839335,3,3,4,1.2009264496626595,1,2,1.0
196.9.132.4,88.160.34.4,0.0010149264819196,143.4131508956101,175.5121188670838,31.0,29,0,0.0,560459.4681381313,681992.3125,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927436.9949296,1421927418,0.0092096100613289,0.011,0.0,0.0,0.0,0,0,0,0,0,4.662744385142498,9,1,4,1.8848544746169635,1,1,1.0
196.9.132.4,88.160.34.4,0.0011023973462172,133.20246354109898,164.46973866768826,31.0,29,0,0.0,488734.6703182116,602387.5,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927428.863287,1421927418,0.0121279250129803,0.013,0.0,0.0,0.0,0,0,0,0,0,6.152688424606771,4,1,1,1.1984677742617311,1,1,1.0
196.9.132.4,88.160.34.4,0.0011021199056386,142.52524787044146,175.05406467514766,31.0,29,0,0.0,516374.71873745817,634581.0625,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927424.103571,1421927418,0.0129870620872539,0.012,0.0,0.0,0.0,0,0,0,0,0,8.314096318226623,7,1,1,0.6745953009609462,1,1,1.0
196.9.132.4,88.160.34.4,0.0189827036613815,742.3286209939015,572.1682804647694,31.0,29,0,1.8056319882710348,385351.3391227903,539550.375,9.967150807464863,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927434.728184,1421927418,0.8439497246067087,0.016,0.0,0.0,0.0002806041718787,0,0,0,0,0,8.48871931202666,3,1,1,2.455084052058883,1,1,1.0
196.9.132.4,88.160.34.4,0.0011023973462172,133.20246354109898,164.46973866768826,31.0,29,0,0.0,488734.6703182116,607970.375,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927428.863287,1421927419,0.0121279250129803,0.008,0.0,0.0,0.0,0,0,0,0,0,6.152688424606771,7,1,2,1.1984677742617311,1,1,1.0
196.9.132.4,88.160.34.4,0.2519290657306079,3215.921736099632,-78235.17176077644,31.0,29,0,20.60055201194932,1415398.7276123045,978540.75,37.13053923744137,4,0,0,0,0,132,76,0,0,0.661617,0.338476,1421927428.274289,1421927419,14.73719671987423,0.244333,0.0,0.0,4.654284698179775e-06,0,0,0,0,0,3.396971272870454,2,2,3,1.0,1,2,1.0
196.9.132.4,88.160.34.4,0.004481493421952,576.0361682454819,350.72272678729416,31.0,29,0,0.0374532173815461,685348.6758644615,367058.8125,3.840861837083737,4,0,0,0,0,142,78,0,0,1.869125,1.620926,1421927431.299097,1421927419,1.0451791141920677,1.156667,0.0,0.0,9.205250284078604e-05,0,0,0,0,0,3.820768099839335,2,2,3,1.2009264496626595,1,2,1.0
196.9.132.4,88.160.34.4,0.0011204767764596,131.75329381098112,164.02065373172618,31.0,29,0,0.0,469854.5180581232,584149.5625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927425.671694,1421927419,0.0117531773811473,0.008,0.0,0.0,0.0,0,0,0,0,0,7.092973632346048,6,1,1,1.6382089928491137,1,1,1.0
196.9.132.4,88.160.34.4,0.0011072526070479,131.24358827688454,163.4099482886644,31.0,29,0,0.0,474779.1052180489,589928.0625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927430.6917677,1421927419,0.0118727051686443,0.016,0.0,0.0,0.0,0,0,0,0,0,6.792913832317035,8,1,1,1.2659967216176469,1,1,1.0
196.9.132.4,88.160.34.4,0.0010762128255677,133.89424288301515,165.618900208021,31.0,29,0,0.0,500198.7422345224,615384.625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927428.677363,1421927419,0.0114022385350436,0.008,0.0,0.0,0.0,0,0,0,0,0,6.606415501848459,9,2,3,1.414728465749565,1,1,1.0
196.9.132.4,88.160.34.4,0.0011204767764596,131.75329381098112,164.02065373172618,31.0,29,0,0.0,469854.5180581232,584837.5,2.0,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927425.671694,1421927419,0.0117531773811473,0.012,0.0,0.0,0.0,0,0,0,0,0,7.092973632346048,9,2,2,1.6382089928491137,1,1,1.0
196.9.132.4,88.160.34.4,0.4016130968460518,1377.0298326620766,12650.542122306277,181.9133831608542,252,2,5.968674522111764,23856420.21667573,10098.67578,9.968282301847738,6,255,255,366102997,2277661750,121,45,1,0,1020.236764,62.002961,1421927429.2041404,1421927419,46.57439509400683,34.071199,0.05198,0.007076,0.0393028984319777,0,1,1,0,0,2.41123164714541,2,1,1,0.983074809419147,1,1,2.0
196.9.132.4,88.160.34.4,0.4016130968460518,1377.0298326620766,12650.542122306277,181.9133831608542,252,2,5.968674522111764,23856420.21667573,9193.986328,9.968282301847738,6,255,255,257622786,1677629526,84,45,0,0,1071.497007,61.076766000000006,1421927429.2041404,1421927420,46.57439509400683,37.800801,0.050128,0.005888,0.0393028984319777,0,1,0,0,0,2.41123164714541,1,1,1,0.983074809419147,1,1,2.0
196.9.132.4,88.160.34.4,0.0612824627731908,1661.385238010274,1409.7582682578882,31.0,29,0,3.630018525157329,185935.21357740115,162784.4688,13.988065131646271,4,0,0,0,0,132,76,0,0,0.6255539999999999,4.74233,1421927438.7548606,1421927420,4.422023889467257,3.361333,0.0,0.0,0.0012797204857542,0,0,0,0,0,4.398032407932355,2,2,2,2.447843423299388,1,2,1.0
196.9.132.4,88.160.34.4,0.0011072526070479,131.24358827688454,163.4099482886644,31.0,29,0,0.0,474779.1052180489,593950.5,2.0,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927430.6917677,1421927420,0.0118727051686443,0.008,0.0,0.0,0.0,0,0,0,0,0,6.792913832317035,3,3,2,1.2659967216176469,1,1,1.0
196.9.132.4,88.160.34.4,0.0011072526070479,131.24358827688454,163.4099482886644,31.0,29,0,0.0,474779.1052180489,593950.5,2.0,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927430.6917677,1421927420,0.0118727051686443,0.008,0.0,0.0,0.0,0,0,0,0,0,6.792913832317035,9,2,1,1.2659967216176469,1,1,1.0
196.9.132.4,88.160.34.4,0.0011527157685729,131.46199345250636,163.4418609554018,31.0,29,0,0.0,457928.9294925603,577973.5625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927427.733255,1421927420,0.0135028430101195,0.008,0.0,0.0,0.0,0,0,0,0,0,7.26135582837101,8,1,1,1.5501861490723448,1,1,1.0
196.9.132.4,88.160.34.4,0.0011072526070479,131.24358827688454,163.4099482886644,31.0,29,0,0.0,474779.1052180489,593665.125,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927430.6917677,1421927420,0.0118727051686443,0.008,0.0,0.0,0.0,0,0,0,0,0,6.792913832317035,8,2,1,1.2659967216176469,1,1,1.0
196.9.132.4,88.160.34.4,0.0010683461997182,140.552989786889,173.8956393373545,31.0,29,0,0.0,531636.5853341509,655013.8125,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927430.8523967,1421927420,0.0098624819535919,0.008,0.0,0.0,0.0,0,0,0,0,0,5.69842895691239,8,2,2,1.3406512441691687,1,1,1.0
196.9.132.4,88.160.34.4,7.774844006479624,2888.345367695756,38518.82051939275,31.0,29,0,23.41166752406702,39602.563756314456,46409.00391,47.84432617901482,4,0,0,0,0,142,78,0,0,11.786999,18.234869,1421927431.52562,1421927420,84.35855696370159,12.905,0.0,0.0,0.0003312040888754,0,0,0,0,0,8.510993479146759,2,2,2,2.499750032342616,1,2,1.0
196.9.132.4,88.160.34.4,7.774844006479624,2888.345367695756,38518.82051939275,31.0,29,0,23.41166752406702,39602.563756314456,58089.17578,47.84432617901482,4,0,0,0,0,130,76,0,0,7.678236999999999,10.358879,1421927431.52562,1421927420,84.35855696370159,7.331333,0.0,0.0,0.0003312040888754,0,0,0,0,0,8.510993479146759,2,3,3,2.499750032342616,1,2,1.0
196.9.132.4,88.160.34.4,7.178211283506912,4005.4242769824336,27887.90205118473,31.0,29,0,11.678478093584731,29694.704491678054,30303.0293,42.50850176200101,4,0,0,0,0,142,76,0,0,21.212496,27.670975,1421927434.4483724,1421927420,188.6772220263756,19.576334,0.0,0.0,0.0004569982169547,0,0,0,0,0,7.650904849045071,2,3,3,1.9650348812574732,1,2,1.0
196.9.132.4,88.160.34.4,0.0010762128255677,133.89424288301515,165.618900208021,31.0,29,0,0.0,500198.7422345224,620689.625,2.0,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927428.677363,1421927420,0.0114022385350436,0.008,0.0,0.0,0.0,0,0,0,0,0,6.606415501848459,9,2,3,1.414728465749565,1,1,1.0
196.9.132.4,88.160.34.4,0.004481493421952,576.0361682454819,350.72272678729416,31.0,29,0,0.0374532173815461,685348.6758644615,399561.875,3.840861837083737,4,0,0,0,0,142,76,0,0,1.722279,1.432127,1421927431.299097,1421927421,1.0451791141920677,1.020667,0.0,0.0,9.205250284078604e-05,0,0,0,0,0,3.820768099839335,4,5,3,1.2009264496626595,1,2,1.0
196.9.132.4,88.160.34.4,0.0011204767764596,131.75329381098112,164.02065373172618,31.0,29,0,0.0,469854.5180581232,586762.0625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927425.671694,1421927421,0.0117531773811473,0.008,0.0,0.0,0.0,0,0,0,0,0,7.092973632346048,8,5,3,1.6382089928491137,2,2,1.0
196.9.132.4,88.160.34.4,0.0011204767764596,131.75329381098112,164.02065373172618,31.0,29,0,0.0,469854.5180581232,585714.25,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927425.671694,1421927421,0.0117531773811473,0.016,0.0,0.0,0.0,0,0,0,0,0,7.092973632346048,9,3,3,1.6382089928491137,1,1,1.0
196.9.132.4,88.160.34.4,0.0011072526070479,131.24358827688454,163.4099482886644,31.0,29,0,0.0,474779.1052180489,586762.0625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927430.6917677,1421927421,0.0118727051686443,0.008,0.0,0.0,0.0,0,0,0,0,0,6.792913832317035,8,5,3,1.2659967216176469,2,2,1.0
196.9.132.4,88.160.34.4,0.2519290657306079,3215.921736099632,-78235.17176077644,31.0,29,0,20.60055201194932,1415398.7276123045,1027605.625,37.13053923744137,4,0,0,0,0,130,76,0,0,0.645117,0.309251,1421927428.274289,1421927421,14.73719671987423,0.223667,0.0,0.0,4.654284698179775e-06,0,0,0,0,0,3.396971272870454,4,5,3,1.0,1,2,1.0
196.9.132.4,88.160.34.4,0.0010683461997182,140.552989786889,173.8956393373545,31.0,29,0,0.0,531636.5853341509,655013.8125,2.0,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927430.8523967,1421927421,0.0098624819535919,0.008,0.0,0.0,0.0,0,0,0,0,0,5.69842895691239,9,3,1,1.3406512441691687,1,1,1.0
196.9.132.4,88.160.34.4,0.0011072526070479,131.24358827688454,163.4099482886644,31.0,29,0,0.0,474779.1052180489,590459.0625,2.0,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927430.6917677,1421927421,0.0118727051686443,0.013,0.0,0.0,0.0,0,0,0,0,0,6.792913832317035,8,5,1,1.2659967216176469,1,1,1.0
