0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10,196.9.132.4,88.160.34.4,5.870738453042016,739.2786723033876,576.8924469106938,29.65497295391584,1.2233328011096902,868.2863826408147,5.839899453345985,1421927432.588315,813.1573111655129,9.431548540611998e-05,5.378405494627394,3.432593783180419,1.0
11,196.9.132.4,88.160.34.4,5.870738453042016,739.2786723033876,576.8924469106938,29.65497295391584,1.2233328011096902,868.2863826408147,5.839899453345985,1421927432.588315,813.1573111655129,9.431548540611998e-05,5.378405494627394,3.432593783180419,1.0
12,196.9.132.4,88.160.34.4,0.0010972438866021098,132.19388725428067,164.63914713588633,31.0,0.0,481235.6359147836,2.0,1421927429.1849773,0.011167060040762233,0.0,6.183660712433024,1.4159971706290637,1.0
13,196.9.132.4,88.160.34.4,0.2519290657306079,3215.9217360996317,-78235.17176077644,31.0,20.600552011949322,1415398.7276123045,37.13053923744137,1421927428.2742887,14.73719671987423,4.654284698179775e-06,3.396971272870454,1.0,1.0
14,196.9.132.4,88.160.34.4,0.2519290657306079,3215.9217360996317,-78235.17176077644,31.0,20.600552011949322,1415398.7276123045,37.13053923744137,1421927428.2742887,14.73719671987423,4.654284698179775e-06,3.396971272870454,1.0,1.0
15,196.9.132.4,88.160.34.4,0.0011527157685729088,131.46199345250636,163.4418609554018,31.0,0.0,457928.9294925603,2.0,1421927427.7332547,0.013502843010119565,0.0,7.26135582837101,1.5501861490723448,1.0
16,196.9.132.4,88.160.34.4,0.004481493421952062,576.0361682454819,350.72272678729416,31.0,0.0374532173815461,685348.6758644615,3.8408618370837373,1421927431.299097,1.0451791141920677,9.205250284078605e-05,3.820768099839335,1.2009264496626595,1.0
17,196.9.132.4,88.160.34.4,0.004481493421952062,576.0361682454819,350.72272678729416,31.0,0.0374532173815461,685348.6758644615,3.8408618370837373,1421927431.299097,1.0451791141920677,9.205250284078605e-05,3.820768099839335,1.2009264496626595,1.0
18,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
19,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
20,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
21,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
22,196.9.132.4,88.160.34.4,0.0010972438866021098,132.19388725428067,164.63914713588633,31.0,0.0,481235.6359147836,2.0,1421927429.1849773,0.011167060040762233,0.0,6.183660712433024,1.4159971706290637,1.0
23,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
24,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
25,196.9.132.4,88.160.34.4,0.0011021199056386276,142.52524787044146,175.05406467514766,31.0,0.0,516374.71873745817,2.0,1421927424.103571,0.012987062087253946,0.0,8.314096318226623,0.6745953009609462,1.0
26,196.9.132.4,88.160.34.4,0.0010762128255677693,133.89424288301515,165.618900208021,31.0,0.0,500198.7422345224,2.0,1421927428.677363,0.011402238535043602,0.0,6.606415501848459,1.4147284657495647,1.0
27,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
28,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
29,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
30,196.9.132.4,88.160.34.4,0.0010972438866021098,132.19388725428067,164.63914713588633,31.0,0.0,481235.6359147836,2.0,1421927429.1849773,0.011167060040762233,0.0,6.183660712433024,1.4159971706290637,1.0
31,196.9.132.4,88.160.34.4,0.0010149264819196227,143.4131508956101,175.5121188670838,31.0,0.0,560459.4681381313,2.0,1421927436.9949296,0.0092096100613289,0.0,4.662744385142498,1.8848544746169633,1.0
32,196.9.132.4,88.160.34.4,0.0010972438866021098,132.19388725428067,164.63914713588633,31.0,0.0,481235.6359147836,2.0,1421927429.1849773,0.011167060040762233,0.0,6.183660712433024,1.4159971706290637,1.0
33,196.9.132.4,88.160.34.4,0.0011021199056386276,142.52524787044146,175.05406467514766,31.0,0.0,516374.71873745817,2.0,1421927424.103571,0.012987062087253946,0.0,8.314096318226623,0.6745953009609462,1.0
34,196.9.132.4,88.160.34.4,0.0010149264819196227,143.4131508956101,175.5121188670838,31.0,0.0,560459.4681381313,2.0,1421927436.9949296,0.0092096100613289,0.0,4.662744385142498,1.8848544746169633,1.0
35,196.9.132.4,88.160.34.4,0.0010972438866021098,132.19388725428067,164.63914713588633,31.0,0.0,481235.6359147836,2.0,1421927429.1849773,0.011167060040762233,0.0,6.183660712433024,1.4159971706290637,1.0
36,196.9.132.4,88.160.34.4,0.0010972438866021098,132.19388725428067,164.63914713588633,31.0,0.0,481235.6359147836,2.0,1421927429.1849773,0.011167060040762233,0.0,6.183660712433024,1.4159971706290637,1.0
37,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
38,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
39,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
40,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
41,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
42,196.9.132.4,88.160.34.4,0.2519290657306079,3215.9217360996317,-78235.17176077644,31.0,20.600552011949322,1415398.7276123045,37.13053923744137,1421927428.2742887,14.73719671987423,4.654284698179775e-06,3.396971272870454,1.0,1.0
43,196.9.132.4,88.160.34.4,0.0011527157685729088,131.46199345250636,163.4418609554018,31.0,0.0,457928.9294925603,2.0,1421927427.7332547,0.013502843010119565,0.0,7.26135582837101,1.5501861490723448,1.0
44,196.9.132.4,88.160.34.4,0.004481493421952062,576.0361682454819,350.72272678729416,31.0,0.0374532173815461,685348.6758644615,3.8408618370837373,1421927431.299097,1.0451791141920677,9.205250284078605e-05,3.820768099839335,1.2009264496626595,1.0
45,196.9.132.4,88.160.34.4,0.0010149264819196227,143.4131508956101,175.5121188670838,31.0,0.0,560459.4681381313,2.0,1421927436.9949296,0.0092096100613289,0.0,4.662744385142498,1.8848544746169633,1.0
46,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
47,196.9.132.4,88.160.34.4,0.0011021199056386276,142.52524787044146,175.05406467514766,31.0,0.0,516374.71873745817,2.0,1421927424.103571,0.012987062087253946,0.0,8.314096318226623,0.6745953009609462,1.0
48,196.9.132.4,88.160.34.4,0.018982703661381578,742.3286209939015,572.1682804647694,31.0,1.8056319882710348,385351.3391227903,9.967150807464865,1421927434.728184,0.8439497246067087,0.00028060417187873753,8.48871931202666,2.455084052058883,1.0
49,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
50,196.9.132.4,88.160.34.4,0.2519290657306079,3215.9217360996317,-78235.17176077644,31.0,20.600552011949322,1415398.7276123045,37.13053923744137,1421927428.2742887,14.73719671987423,4.654284698179775e-06,3.396971272870454,1.0,1.0
51,196.9.132.4,88.160.34.4,0.004481493421952062,576.0361682454819,350.72272678729416,31.0,0.0374532173815461,685348.6758644615,3.8408618370837373,1421927431.299097,1.0451791141920677,9.205250284078605e-05,3.820768099839335,1.2009264496626595,1.0
52,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
53,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
54,196.9.132.4,88.160.34.4,0.0010762128255677693,133.89424288301515,165.618900208021,31.0,0.0,500198.7422345224,2.0,1421927428.677363,0.011402238535043602,0.0,6.606415501848459,1.4147284657495647,1.0
55,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
56,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
57,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
58,196.9.132.4,88.160.34.4,0.06128246277319082,1661.385238010274,1409.7582682578882,31.0,3.630018525157329,185935.21357740113,13.988065131646271,1421927438.7548606,4.422023889467257,0.0012797204857542266,4.398032407932355,2.447843423299388,1.0
59,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
60,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
61,196.9.132.4,88.160.34.4,0.0011527157685729088,131.46199345250636,163.4418609554018,31.0,0.0,457928.9294925603,2.0,1421927427.7332547,0.013502843010119565,0.0,7.26135582837101,1.5501861490723448,1.0
62,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
63,196.9.132.4,88.160.34.4,0.0010683461997182935,140.552989786889,173.8956393373545,31.0,0.0,531636.5853341509,2.0,1421927430.8523967,0.009862481953591979,0.0,5.69842895691239,1.3406512441691687,1.0
64,196.9.132.4,88.160.34.4,7.774844006479624,2888.3453676957556,38518.82051939275,31.0,23.41166752406702,39602.563756314456,47.84432617901482,1421927431.52562,84.35855696370159,0.0003312040888754742,8.510993479146759,2.499750032342616,1.0
65,196.9.132.4,88.160.34.4,7.774844006479624,2888.3453676957556,38518.82051939275,31.0,23.41166752406702,39602.563756314456,47.84432617901482,1421927431.52562,84.35855696370159,0.0003312040888754742,8.510993479146759,2.499750032342616,1.0
66,196.9.132.4,88.160.34.4,7.178211283506912,4005.4242769824336,27887.90205118473,31.0,11.678478093584733,29694.704491678058,42.50850176200101,1421927434.4483724,188.6772220263756,0.00045699821695476466,7.650904849045071,1.9650348812574734,1.0
67,196.9.132.4,88.160.34.4,0.0010762128255677693,133.89424288301515,165.618900208021,31.0,0.0,500198.7422345224,2.0,1421927428.677363,0.011402238535043602,0.0,6.606415501848459,1.4147284657495647,1.0
68,196.9.132.4,88.160.34.4,0.004481493421952062,576.0361682454819,350.72272678729416,31.0,0.0374532173815461,685348.6758644615,3.8408618370837373,1421927431.299097,1.0451791141920677,9.205250284078605e-05,3.820768099839335,1.2009264496626595,1.0
69,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
70,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
71,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
72,196.9.132.4,88.160.34.4,0.2519290657306079,3215.9217360996317,-78235.17176077644,31.0,20.600552011949322,1415398.7276123045,37.13053923744137,1421927428.2742887,14.73719671987423,4.654284698179775e-06,3.396971272870454,1.0,1.0
73,196.9.132.4,88.160.34.4,0.0010683461997182935,140.552989786889,173.8956393373545,31.0,0.0,531636.5853341509,2.0,1421927430.8523967,0.009862481953591979,0.0,5.69842895691239,1.3406512441691687,1.0
74,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
75,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
76,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
77,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
78,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
79,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
80,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
81,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
82,196.9.132.4,88.160.34.4,0.0011527157685729088,131.46199345250636,163.4418609554018,31.0,0.0,457928.9294925603,2.0,1421927427.7332547,0.013502843010119565,0.0,7.26135582837101,1.5501861490723448,1.0
83,196.9.132.4,88.160.34.4,0.0010972438866021098,132.19388725428067,164.63914713588633,31.0,0.0,481235.6359147836,2.0,1421927429.1849773,0.011167060040762233,0.0,6.183660712433024,1.4159971706290637,1.0
84,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
85,196.9.132.4,88.160.34.4,0.0010683461997182935,140.552989786889,173.8956393373545,31.0,0.0,531636.5853341509,2.0,1421927430.8523967,0.009862481953591979,0.0,5.69842895691239,1.3406512441691687,1.0
86,196.9.132.4,88.160.34.4,0.0010762128255677693,133.89424288301515,165.618900208021,31.0,0.0,500198.7422345224,2.0,1421927428.677363,0.011402238535043602,0.0,6.606415501848459,1.4147284657495647,1.0
87,196.9.132.4,88.160.34.4,0.2519290657306079,3215.9217360996317,-78235.17176077644,31.0,20.600552011949322,1415398.7276123045,37.13053923744137,1421927428.2742887,14.73719671987423,4.654284698179775e-06,3.396971272870454,1.0,1.0
88,196.9.132.4,88.160.34.4,0.0011021199056386276,142.52524787044146,175.05406467514766,31.0,0.0,516374.71873745817,2.0,1421927424.103571,0.012987062087253946,0.0,8.314096318226623,0.6745953009609462,1.0
89,196.9.132.4,88.160.34.4,0.0010762128255677693,133.89424288301515,165.618900208021,31.0,0.0,500198.7422345224,2.0,1421927428.677363,0.011402238535043602,0.0,6.606415501848459,1.4147284657495647,1.0
90,196.9.132.4,88.160.34.4,0.0010683461997182935,140.552989786889,173.8956393373545,31.0,0.0,531636.5853341509,2.0,1421927430.8523967,0.009862481953591979,0.0,5.69842895691239,1.3406512441691687,1.0
91,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
92,196.9.132.4,88.160.34.4,0.0011527157685729088,131.46199345250636,163.4418609554018,31.0,0.0,457928.9294925603,2.0,1421927427.7332547,0.013502843010119565,0.0,7.26135582837101,1.5501861490723448,1.0
93,196.9.132.4,88.160.34.4,0.004481493421952062,576.0361682454819,350.72272678729416,31.0,0.0374532173815461,685348.6758644615,3.8408618370837373,1421927431.299097,1.0451791141920677,9.205250284078605e-05,3.820768099839335,1.2009264496626595,1.0
94,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
95,196.9.132.4,88.160.34.4,0.0011023973462172946,133.20246354109898,164.46973866768826,31.0,0.0,488734.6703182116,2.0,1421927428.863287,0.01212792501298031,0.0,6.152688424606771,1.1984677742617313,1.0
96,196.9.132.4,88.160.34.4,0.2519290657306079,3215.9217360996317,-78235.17176077644,31.0,20.600552011949322,1415398.7276123045,37.13053923744137,1421927428.2742887,14.73719671987423,4.654284698179775e-06,3.396971272870454,1.0,1.0
97,196.9.132.4,88.160.34.4,0.0010683461997182935,140.552989786889,173.8956393373545,31.0,0.0,531636.5853341509,2.0,1421927430.8523967,0.009862481953591979,0.0,5.69842895691239,1.3406512441691687,1.0
98,196.9.132.4,88.160.34.4,0.0011021199056386276,142.52524787044146,175.05406467514766,31.0,0.0,516374.71873745817,2.0,1421927424.103571,0.012987062087253946,0.0,8.314096318226623,0.6745953009609462,1.0
99,196.9.132.4,88.160.34.4,0.004481493421952062,576.0361682454819,350.72272678729416,31.0,0.0374532173815461,685348.6758644615,3.8408618370837373,1421927431.299097,1.0451791141920677,9.205250284078605e-05,3.820768099839335,1.2009264496626595,1.0
100,196.9.132.4,88.160.34.4,0.018982703661381578,742.3286209939015,572.1682804647694,31.0,1.8056319882710348,385351.3391227903,9.967150807464865,1421927434.728184,0.8439497246067087,0.00028060417187873753,8.48871931202666,2.455084052058883,1.0
101,196.9.132.4,88.160.34.4,0.018982703661381578,742.3286209939015,572.1682804647694,31.0,1.8056319882710348,385351.3391227903,9.967150807464865,1421927434.728184,0.8439497246067087,0.00028060417187873753,8.48871931202666,2.455084052058883,1.0
102,196.9.132.4,88.160.34.4,0.0010149264819196227,143.4131508956101,175.5121188670838,31.0,0.0,560459.4681381313,2.0,1421927436.9949296,0.0092096100613289,0.0,4.662744385142498,1.8848544746169633,1.0
103,196.9.132.4,88.160.34.4,0.004481493421952062,576.0361682454819,350.72272678729416,31.0,0.0374532173815461,685348.6758644615,3.8408618370837373,1421927431.299097,1.0451791141920677,9.205250284078605e-05,3.820768099839335,1.2009264496626595,1.0
104,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
105,196.9.132.4,88.160.34.4,0.2519290657306079,3215.9217360996317,-78235.17176077644,31.0,20.600552011949322,1415398.7276123045,37.13053923744137,1421927428.2742887,14.73719671987423,4.654284698179775e-06,3.396971272870454,1.0,1.0
106,196.9.132.4,88.160.34.4,0.0010762128255677693,133.89424288301515,165.618900208021,31.0,0.0,500198.7422345224,2.0,1421927428.677363,0.011402238535043602,0.0,6.606415501848459,1.4147284657495647,1.0
107,196.9.132.4,88.160.34.4,0.0011527157685729088,131.46199345250636,163.4418609554018,31.0,0.0,457928.9294925603,2.0,1421927427.7332547,0.013502843010119565,0.0,7.26135582837101,1.5501861490723448,1.0
108,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
109,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
110,196.9.132.4,88.160.34.4,0.40161309684605184,1377.0298326620766,12650.542122306277,181.9133831608542,5.968674522111764,23856420.21667573,9.968282301847738,1421927429.2041404,46.57439509400683,0.039302898431977776,2.41123164714541,0.983074809419147,2.0
111,196.9.132.4,88.160.34.4,0.0011021199056386276,142.52524787044146,175.05406467514766,31.0,0.0,516374.71873745817,2.0,1421927424.103571,0.012987062087253946,0.0,8.314096318226623,0.6745953009609462,1.0
112,196.9.132.4,88.160.34.4,0.0010972438866021098,132.19388725428067,164.63914713588633,31.0,0.0,481235.6359147836,2.0,1421927429.1849773,0.011167060040762233,0.0,6.183660712433024,1.4159971706290637,1.0
113,196.9.132.4,88.160.34.4,0.001120476776459634,131.75329381098112,164.02065373172618,31.0,0.0,469854.5180581232,2.0,1421927425.671694,0.011753177381147334,0.0,7.092973632346048,1.6382089928491135,1.0
114,196.9.132.4,88.160.34.4,0.0011527157685729088,131.46199345250636,163.4418609554018,31.0,0.0,457928.9294925603,2.0,1421927427.7332547,0.013502843010119565,0.0,7.26135582837101,1.5501861490723448,1.0
115,196.9.132.4,88.160.34.4,0.001107252607047995,131.24358827688454,163.4099482886644,31.0,0.0,474779.1052180489,2.0,1421927430.6917675,0.011872705168644361,0.0,6.792913832317035,1.2659967216176469,1.0
116,196.9.132.4,88.160.34.4,0.0010683461997182935,140.552989786889,173.8956393373545,31.0,0.0,531636.5853341509,2.0,1421927430.8523967,0.009862481953591979,0.0,5.69842895691239,1.3406512441691687,1.0
117,196.9.132.4,88.160.34.4,0.018982703661381578,742.3286209939015,572.1682804647694,31.0,1.8056319882710348,385351.3391227903,9.967150807464865,1421927434.728184,0.8439497246067087,0.00028060417187873753,8.48871931202666,2.455084052058883,1.0
118,196.9.132.4,88.160.34.4,8.608369831367938,1172.2796229509204,3791.697319454685,24.888339893230835,3.219542559433199,5477.551516448055,13.468482402072521,1421927431.0852976,2232.8371461154456,0.000426207750240747,8.083865804402269,7.367118452664228,1.0
119,196.9.132.4,88.160.34.4,8.608369831367938,1172.2796229509204,3791.697319454685,24.888339893230835,3.219542559433199,5477.551516448055,13.468482402072521,1421927431.0852976,2232.8371461154456,0.000426207750240747,8.083865804402269,7.367118452664228,1.0
120,196.9.132.4,88.160.34.4,8.608369831367938,1172.2796229509204,3791.697319454685,24.888339893230835,3.219542559433199,5477.551516448055,13.468482402072521,1421927431.0852976,2232.8371461154456,0.000426207750240747,8.083865804402269,7.367118452664228,1.0
121,196.9.132.4,88.160.34.4,8.608369831367938,1172.2796229509204,3791.697319454685,24.888339893230835,3.219542559433199,5477.551516448055,13.468482402072521,1421927431.0852976,2232.8371461154456,0.000426207750240747,8.083865804402269,7.367118452664228,1.0
122,196.9.132.4,88.160.34.4,0.0010762128255677693,133.89424288301515,165.618900208021,31.0,0.0,500198.7422345224,2.0,1421927428.677363,0.011402238535043602,0.0,6.606415501848459,1.4147284657495647,1.0
123,196.9.132.4,88.160.34.4,0.0011021199056386276,142.52524787044146,175.05406467514766,31.0,0.0,516374.71873745817,2.0,1421927424.103571,0.012987062087253946,0.0,8.314096318226623,0.6745953009609462,1.0
