0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
59.166.0.6,149.171.126.4,0.0010789999999999999,132,164,31,29,0,0,489342.0,607970.375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927419,1421927419,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,12,7,1,2,2,1,1,1
59.166.0.1,149.171.126.3,0.001864,528,304,31,29,0,0,1699570.875,978540.75,4,4,0,0,0,0,132,76,0,0,0.661617,0.338476,1421927419,1421927419,0.474333,0.244333,0.0,0.0,0.0,0,0,0,0,0,8,2,2,3,1,1,2,1
59.166.0.1,149.171.126.3,0.0051,568,312,31,29,0,0,668235.25,367058.8125,4,4,0,0,0,0,142,78,0,0,1.869125,1.620926,1421927419,1421927419,1.332667,1.1566670000000001,0.0,0.0,0.0,0,0,0,0,0,8,2,2,3,1,1,2,1
59.166.0.2,149.171.126.8,0.001123,132,164,31,29,0,0,470169.1563,584149.5625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927419,1421927419,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,7,6,1,1,1,1,1,1
59.166.0.5,149.171.126.7,0.001112,132,164,31,29,0,0,474820.1563,589928.0625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927419,1421927419,0.018000000000000002,0.016,0.0,0.0,0.0,0,0,0,0,0,6,8,1,1,1,1,1,1
59.166.0.1,149.171.126.5,0.001066,132,164,31,29,0,0,495309.5938,615384.625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927419,1421927419,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,6,9,2,3,1,1,1,1
59.166.0.6,149.171.126.5,0.001108,130,162,31,29,0,0,469314.0625,584837.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927419,1421927419,0.017,0.012,0.0,0.0,0.0,0,0,0,0,0,12,9,2,2,2,1,1,1
175.45.176.0,149.171.126.15,0.177449,1214,268,254,252,2,1,49276.12891,10098.67578,10,6,255,255,366102997,2277661750,121,45,1,0,1020.2367640000001,62.002961,1421927419,1421927419,19.203667000000003,34.071199,0.05198,0.007076000000000001,0.044904,0,1,1,0,0,5,2,1,1,1,1,1,2
175.45.176.0,149.171.126.14,0.19491,844,268,254,252,2,1,31193.882810000003,9193.986328,10,6,255,255,257622786,1677629526,84,45,0,0,1071.497007,61.076766000000006,1421927420,1421927420,19.932667000000002,37.800801,0.050128,0.005888,0.044239999999999995,0,1,0,0,0,1,1,1,1,1,1,1,2
59.166.0.1,149.171.126.8,0.011205,528,304,31,29,0,0,282730.9375,162784.4688,4,4,0,0,0,0,132,76,0,0,0.6255539999999999,4.74233,1421927420,1421927420,0.449333,3.361333,0.0,0.0,0.0,0,0,0,0,0,8,2,2,2,1,1,2,1
59.166.0.8,149.171.126.2,0.001091,130,162,31,29,0,0,476626.9375,593950.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927420,1421927420,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,8,3,3,2,2,1,1,1
59.166.0.9,149.171.126.5,0.001091,130,162,31,29,0,0,476626.9375,593950.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927420,1421927420,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,5,9,2,1,1,1,1,1
59.166.0.2,149.171.126.7,0.001135,132,164,31,29,0,0,465198.2188,577973.5625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927420,1421927420,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,7,8,1,1,1,1,1,1
59.166.0.3,149.171.126.1,0.001105,132,164,31,29,0,0,477828.0313,593665.125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927420,1421927420,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,7,8,2,1,1,1,1,1
59.166.0.8,149.171.126.1,0.0010869999999999999,146,178,31,29,0,0,537258.5,655013.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927420,1421927420,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,8,8,2,2,2,1,1,1
59.166.0.1,149.171.126.8,0.040337,568,312,31,29,0,0,84488.1875,46409.00391,4,4,0,0,0,0,142,78,0,0,11.786999,18.234869,1421927420,1421927420,8.349667,12.905,0.0,0.0,0.0,0,0,0,0,0,8,2,2,2,1,1,2,1
59.166.0.5,149.171.126.2,0.0314,520,304,31,29,0,0,99363.0625,58089.17578,4,4,0,0,0,0,130,76,0,0,7.678236999999999,10.358879,1421927420,1421927420,5.437333,7.331333,0.0,0.0,0.0,0,0,0,0,0,2,2,3,3,1,1,2,1
59.166.0.5,149.171.126.2,0.060191999999999996,568,304,31,29,0,0,56618.82031,30303.0293,4,4,0,0,0,0,142,76,0,0,21.212495999999998,27.670975,1421927420,1421927420,15.011,19.576334,0.0,0.0,0.0,0,0,0,0,0,2,2,3,3,1,1,2,1
59.166.0.5,149.171.126.5,0.001044,130,162,31,29,0,0,498084.2813,620689.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927420,1421927420,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,6,9,2,3,1,1,1,1
59.166.0.2,149.171.126.7,0.004565,568,304,31,29,0,0,746549.8125,399561.875,4,4,0,0,0,0,142,76,0,0,1.7222790000000001,1.4321270000000001,1421927421,1421927421,1.225333,1.020667,0.0,0.0,0.0,0,0,0,0,0,5,4,5,3,1,1,2,1
59.166.0.6,149.171.126.7,0.001118,132,164,31,29,0,0,472271.9063,586762.0625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927421,1421927421,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,12,8,5,3,3,2,2,1
59.166.0.6,149.171.126.0,0.00112,132,164,31,29,0,0,471428.5625,585714.25,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927421,1421927421,0.018000000000000002,0.016,0.0,0.0,0.0,0,0,0,0,0,12,9,3,3,3,1,1,1
59.166.0.6,149.171.126.7,0.001118,132,164,31,29,0,0,472271.9063,586762.0625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927421,1421927421,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,12,8,5,3,3,2,2,1
59.166.0.2,149.171.126.7,0.001775,520,304,31,29,0,0,1757746.5,1027605.625,4,4,0,0,0,0,130,76,0,0,0.645117,0.309251,1421927421,1421927421,0.461667,0.223667,0.0,0.0,0.0,0,0,0,0,0,5,4,5,3,1,1,2,1
59.166.0.1,149.171.126.0,0.0010869999999999999,146,178,31,29,0,0,537258.5,655013.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927421,1421927421,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,6,9,3,1,1,1,1,1
59.166.0.7,149.171.126.7,0.001111,132,164,31,29,0,0,475247.5313,590459.0625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927421,1421927421,0.017,0.013000000000000001,0.0,0.0,0.0,0,0,0,0,0,6,8,5,1,1,1,1,1
59.166.0.2,149.171.126.0,0.001118,132,164,31,29,0,0,472271.9063,586762.0625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927421,1421927421,0.011000000000000001,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,7,9,3,3,1,1,1,1
175.45.176.0,149.171.126.18,0.291485,804,948,62,252,2,2,19870.66211,22779.90234,10,8,255,255,680695067,4039411526,80,119,1,72,1595.821133,57.742824,1421927421,1421927421,32.387221999999994,39.581855,0.062967,0.013475999999999998,0.049491,0,1,1,0,0,5,2,1,1,1,1,1,2
175.45.176.0,149.171.126.15,2.59291,2082,268,254,252,6,1,5967.041015999999,691.1153559999999,14,6,255,255,2619540488,2887663221,149,45,1,0,17309.57132,1007.28625,1421927419,1421927422,198.502841,509.158,0.09546,0.047109,0.048351,0,1,1,0,0,5,2,1,2,2,1,1,2
175.45.176.3,149.171.126.12,0.23293899999999998,828,4004,62,252,2,3,25620.44141,123774.8906,10,10,255,255,1642695991,2571518661,83,400,1,1546,1238.231758,1819.494123,1421927422,1421927422,25.882111,25.034111,0.053678,0.0069310000000000005,0.046747000000000004,0,1,1,0,0,1,1,1,1,1,1,1,2
175.45.176.0,149.171.126.18,0.43205600000000005,838,986,62,252,2,2,13979.66895,16442.3125,10,10,255,255,3972319434,3549329861,84,99,1,49,3335.436995,90.561766,1421927421,1421927422,48.006221999999994,42.525667999999996,0.09364299999999999,0.048777999999999995,0.044864999999999995,0,1,1,0,0,5,2,1,2,2,1,1,2
59.166.0.5,149.171.126.0,0.00106,130,162,31,29,0,0,490566.0313,611320.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927422,1421927422,0.018000000000000002,0.015,0.0,0.0,0.0,0,0,0,0,0,6,9,2,1,1,1,1,1
59.166.0.7,149.171.126.0,0.001073,132,164,31,29,0,0,492078.2813,611370.0,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927422,1421927422,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,6,9,2,1,1,1,1,1
59.166.0.3,149.171.126.4,0.001176,132,164,31,29,0,0,448979.5938,557823.125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927422,1421927422,0.012,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,7,7,1,1,1,1,1,1
59.166.0.9,149.171.126.7,0.001214,146,178,31,29,0,0,481054.3438,586490.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927422,1421927422,0.018000000000000002,0.012,0.0,0.0,0.0,0,0,0,0,0,5,8,1,1,1,1,1,1
59.166.0.1,149.171.126.3,0.001126,132,164,31,29,0,0,468916.5313,582593.25,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927422,1421927422,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,6,4,1,1,1,1,1,1
59.166.0.6,149.171.126.6,0.00108,146,178,31,29,0,0,540740.75,659259.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927422,1421927422,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,12,7,1,1,1,1,1,1
59.166.0.8,149.171.126.3,0.0010609999999999999,132,164,31,29,0,0,497643.7188,618284.625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927423,1421927423,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,8,4,1,4,2,1,1,1
59.166.0.8,149.171.126.7,0.0017800000000000001,520,304,31,29,0,0,1752809.0,1024719.063,4,4,0,0,0,0,130,76,0,0,0.642524,0.310193,1421927423,1421927423,0.461333,0.224333,0.0,0.0,0.0,0,0,0,0,0,2,4,2,4,1,1,2,1
59.166.0.4,149.171.126.0,0.001125,146,178,31,29,0,0,519111.125,632888.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927423,1421927423,0.017,0.013000000000000001,0.0,0.0,0.0,0,0,0,0,0,5,9,2,1,1,1,1,1
59.166.0.6,149.171.126.1,0.001064,132,164,31,29,0,0,496240.625,616541.375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927423,1421927423,0.011000000000000001,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0,12,8,1,1,1,1,1,1
59.166.0.9,149.171.126.6,0.001083,146,178,31,29,0,0,539242.875,657433.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927423,1421927423,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,5,7,1,1,1,1,1,1
59.166.0.3,149.171.126.0,0.0011279999999999999,132,164,31,29,0,0,468085.125,581560.3125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927423,1421927423,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,7,9,2,1,1,1,1,1
59.166.0.8,149.171.126.8,0.001166,132,164,31,29,0,0,452830.1875,562607.1875,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927423,1421927423,0.018000000000000002,0.013000000000000001,0.0,0.0,0.0,0,0,0,0,0,8,6,1,4,2,1,1,1
59.166.0.8,149.171.126.7,0.00468,568,304,31,29,0,0,728205.1875,389743.5938,4,4,0,0,0,0,142,76,0,0,1.760229,1.48045,1421927423,1421927423,1.256667,1.057333,0.0,0.0,0.0,0,0,0,0,0,2,4,2,4,1,1,2,1
175.45.176.2,149.171.126.13,0.24483200000000002,876,9446,62,252,2,5,25780.94336,286629.2188,10,14,255,255,343078991,3590939569,88,675,1,4200,1295.366611,1510.194144,1421927423,1421927423,27.203556,18.206078,0.052299,0.007492,0.044807,0,1,1,0,0,3,1,1,1,1,1,1,2
59.166.0.6,149.171.126.1,0.0010689999999999999,130,162,31,29,0,0,486435.9375,606174.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927424,1421927424,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,12,8,2,2,2,1,1,1
59.166.0.2,149.171.126.1,0.0017929999999999999,520,304,31,29,0,0,1740100.375,1017289.438,4,4,0,0,0,0,130,76,0,0,0.635925,0.31443499999999996,1421927424,1421927424,0.456667,0.22733299999999998,0.0,0.0,0.0,0,0,0,0,0,5,3,2,1,1,1,1,1
59.166.0.6,149.171.126.5,0.001112,146,178,31,29,0,0,525179.875,640287.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927424,1421927424,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,12,9,1,2,2,1,1,1
59.166.0.9,149.171.126.3,0.001141,146,178,31,29,0,0,511831.75,624014.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927424,1421927424,0.019,0.013000000000000001,0.0,0.0,0.0,0,0,0,0,0,5,4,1,1,1,1,1,1
59.166.0.2,149.171.126.1,0.004906000000000001,568,304,31,29,0,0,694659.5625,371789.625,4,4,0,0,0,0,142,76,0,0,1.873127,1.546678,1421927424,1421927424,1.334,1.101667,0.0,0.0,0.0,0,0,0,0,0,3,3,1,2,1,1,1,1
59.166.0.4,149.171.126.0,0.001256,132,164,31,29,0,0,420382.1563,522293.0,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927424,1421927424,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,12,13,1,1,1,1,1,1
